,ranking_date,rank,player,points,full_name
150529,2001-10-29,4,102158,3010.0,Patrick Rafter
150530,2001-10-29,5,103507,2990.0,Juan Carlos Ferrero
152189,2001-11-05,1,102856,4005.0,Gustavo Kuerten
152190,2001-11-05,2,103720,3615.0,Lleyton Hewitt
152191,2001-11-05,3,101736,3515.0,Andre Agassi
152192,2001-11-05,4,103507,3005.0,Juan Carlos Ferrero
152193,2001-11-05,5,102158,2985.0,Patrick Rafter
153853,2001-11-12,1,102856,4005.0,Gustavo Kuerten
153854,2001-11-12,2,103720,3615.0,Lleyton Hewitt
153855,2001-11-12,3,101736,3420.0,Andre Agassi
153856,2001-11-12,4,103507,3005.0,Juan Carlos Ferrero
153857,2001-11-12,5,102158,2855.0,Patrick Rafter
155503,2001-11-19,1,103720,4365.0,Lleyton Hewitt
155504,2001-11-19,2,102856,3855.0,Gustavo Kuerten
155505,2001-11-19,3,101736,3520.0,Andre Agassi
155506,2001-11-19,4,102338,3145.0,Yevgeny Kafelnikov
155507,2001-11-19,5,103507,3040.0,Juan Carlos Ferrero
157158,2001-11-26,1,103720,4365.0,Lleyton Hewitt
157159,2001-11-26,2,102856,3855.0,Gustavo Kuerten
157160,2001-11-26,3,101736,3520.0,Andre Agassi
157161,2001-11-26,4,102338,3090.0,Yevgeny Kafelnikov
157162,2001-11-26,5,103507,3040.0,Juan Carlos Ferrero
158821,2001-12-03,1,103720,4365.0,Lleyton Hewitt
158822,2001-12-03,2,102856,3855.0,Gustavo Kuerten
158823,2001-12-03,3,101736,3520.0,Andre Agassi
158824,2001-12-03,4,102338,3090.0,Yevgeny Kafelnikov
158825,2001-12-03,5,103507,3040.0,Juan Carlos Ferrero
160486,2001-12-10,1,103720,4365.0,Lleyton Hewitt
160487,2001-12-10,2,102856,3855.0,Gustavo Kuerten
160488,2001-12-10,3,101736,3520.0,Andre Agassi
160489,2001-12-10,4,102338,3090.0,Yevgeny Kafelnikov
160490,2001-12-10,5,103507,3040.0,Juan Carlos Ferrero
162157,2001-12-17,1,103720,4365.0,Lleyton Hewitt
162158,2001-12-17,2,102856,3855.0,Gustavo Kuerten
162159,2001-12-17,3,101736,3520.0,Andre Agassi
162160,2001-12-17,4,102338,3090.0,Yevgeny Kafelnikov
162161,2001-12-17,5,103507,3040.0,Juan Carlos Ferrero
163826,2001-12-24,1,103720,4365.0,Lleyton Hewitt
163827,2001-12-24,2,102856,3855.0,Gustavo Kuerten
163828,2001-12-24,3,101736,3520.0,Andre Agassi
163829,2001-12-24,4,102338,3090.0,Yevgeny Kafelnikov
163830,2001-12-24,5,103507,3040.0,Juan Carlos Ferrero
165493,2001-12-31,1,103720,4365.0,Lleyton Hewitt
165494,2001-12-31,2,102856,3855.0,Gustavo Kuerten
165495,2001-12-31,3,101736,3520.0,Andre Agassi
165496,2001-12-31,4,102338,3090.0,Yevgeny Kafelnikov
165497,2001-12-31,5,103507,3040.0,Juan Carlos Ferrero
167160,2002-01-07,1,103720,4365.0,Lleyton Hewitt
167161,2002-01-07,2,102856,3855.0,Gustavo Kuerten
167162,2002-01-07,3,101736,3520.0,Andre Agassi
167163,2002-01-07,4,102338,3090.0,Yevgeny Kafelnikov
167164,2002-01-07,5,103507,3040.0,Juan Carlos Ferrero
168828,2002-01-14,1,103720,4230.0,Lleyton Hewitt
168829,2002-01-14,2,102856,3855.0,Gustavo Kuerten
168830,2002-01-14,3,101736,3520.0,Andre Agassi
168831,2002-01-14,4,102338,3090.0,Yevgeny Kafelnikov
168832,2002-01-14,5,103507,3040.0,Juan Carlos Ferrero
170497,2002-01-21,1,103720,4230.0,Lleyton Hewitt
170498,2002-01-21,2,102856,3855.0,Gustavo Kuerten
170499,2002-01-21,3,101736,3520.0,Andre Agassi
170500,2002-01-21,4,102338,3090.0,Yevgeny Kafelnikov
170501,2002-01-21,5,103507,3040.0,Juan Carlos Ferrero
172164,2002-01-28,1,103720,4160.0,Lleyton Hewitt
172165,2002-01-28,2,102856,3825.0,Gustavo Kuerten
172166,2002-01-28,3,103507,3005.0,Juan Carlos Ferrero
172167,2002-01-28,4,102338,2875.0,Yevgeny Kafelnikov
172168,2002-01-28,5,103163,2565.0,Tommy Haas
173829,2002-02-04,1,103720,4160.0,Lleyton Hewitt
173830,2002-02-04,2,102856,3825.0,Gustavo Kuerten
173831,2002-02-04,3,103507,3005.0,Juan Carlos Ferrero
173832,2002-02-04,4,102338,2875.0,Yevgeny Kafelnikov
173833,2002-02-04,5,103163,2565.0,Tommy Haas
175499,2002-02-11,1,103720,4160.0,Lleyton Hewitt
175500,2002-02-11,2,102856,3825.0,Gustavo Kuerten
175501,2002-02-11,3,103507,3005.0,Juan Carlos Ferrero
175502,2002-02-11,4,102338,2875.0,Yevgeny Kafelnikov
175503,2002-02-11,5,103163,2565.0,Tommy Haas
177173,2002-02-18,1,103720,4160.0,Lleyton Hewitt
177174,2002-02-18,2,102856,3825.0,Gustavo Kuerten
177175,2002-02-18,3,103507,3005.0,Juan Carlos Ferrero
177176,2002-02-18,4,102338,2775.0,Yevgeny Kafelnikov
177177,2002-02-18,5,103163,2565.0,Tommy Haas
178847,2002-02-25,1,103720,4160.0,Lleyton Hewitt
178848,2002-02-25,2,102856,3630.0,Gustavo Kuerten
178849,2002-02-25,3,103507,3005.0,Juan Carlos Ferrero
178850,2002-02-25,4,102338,2775.0,Yevgeny Kafelnikov
178851,2002-02-25,5,101736,2520.0,Andre Agassi
180513,2002-03-04,1,103720,4295.0,Lleyton Hewitt
180514,2002-03-04,2,102856,3385.0,Gustavo Kuerten
180515,2002-03-04,3,102338,2775.0,Yevgeny Kafelnikov
180516,2002-03-04,4,103507,2760.0,Juan Carlos Ferrero
180517,2002-03-04,5,101736,2520.0,Andre Agassi
182178,2002-03-11,1,103720,4245.0,Lleyton Hewitt
182179,2002-03-11,2,102856,3385.0,Gustavo Kuerten
182180,2002-03-11,3,102338,2775.0,Yevgeny Kafelnikov
182181,2002-03-11,4,103507,2760.0,Juan Carlos Ferrero
182182,2002-03-11,5,101736,2690.0,Andre Agassi
183846,2002-03-18,1,103720,4520.0,Lleyton Hewitt
183847,2002-03-18,2,102856,3310.0,Gustavo Kuerten
183848,2002-03-18,3,103507,2760.0,Juan Carlos Ferrero
183849,2002-03-18,4,102338,2675.0,Yevgeny Kafelnikov
183850,2002-03-18,5,103163,2515.0,Tommy Haas
185516,2002-03-25,1,103720,4520.0,Lleyton Hewitt
185517,2002-03-25,2,102856,3310.0,Gustavo Kuerten
185518,2002-03-25,3,103507,2760.0,Juan Carlos Ferrero
185519,2002-03-25,4,102338,2675.0,Yevgeny Kafelnikov
185520,2002-03-25,5,103163,2515.0,Tommy Haas
187184,2002-04-01,1,103720,4520.0,Lleyton Hewitt
187185,2002-04-01,2,102856,3275.0,Gustavo Kuerten
187186,2002-04-01,3,103507,2720.0,Juan Carlos Ferrero
187187,2002-04-01,4,102338,2675.0,Yevgeny Kafelnikov
187188,2002-04-01,5,102450,2545.0,Tim Henman
188858,2002-04-08,1,103720,4520.0,Lleyton Hewitt
188859,2002-04-08,2,102856,3275.0,Gustavo Kuerten
188860,2002-04-08,3,103507,2720.0,Juan Carlos Ferrero
188861,2002-04-08,4,102338,2675.0,Yevgeny Kafelnikov
188862,2002-04-08,5,102450,2545.0,Tim Henman
190528,2002-04-15,1,103720,4520.0,Lleyton Hewitt
190529,2002-04-15,2,102856,3275.0,Gustavo Kuerten
190530,2002-04-15,3,102338,2675.0,Yevgeny Kafelnikov
190531,2002-04-15,4,103507,2560.0,Juan Carlos Ferrero
190532,2002-04-15,5,102450,2545.0,Tim Henman
192203,2002-04-22,1,103720,4525.0,Lleyton Hewitt
192204,2002-04-22,2,103507,3025.0,Juan Carlos Ferrero
192205,2002-04-22,3,102856,2775.0,Gustavo Kuerten
192206,2002-04-22,4,102338,2675.0,Yevgeny Kafelnikov
192207,2002-04-22,5,102450,2645.0,Tim Henman
193881,2002-04-29,1,103720,4635.0,Lleyton Hewitt
193882,2002-04-29,2,102856,2775.0,Gustavo Kuerten
193883,2002-04-29,3,103507,2765.0,Juan Carlos Ferrero
193884,2002-04-29,4,102338,2675.0,Yevgeny Kafelnikov
193885,2002-04-29,5,102450,2645.0,Tim Henman
195470,2002-05-06,1,103720,4635.0,Lleyton Hewitt
195471,2002-05-06,2,102856,2810.0,Gustavo Kuerten
195472,2002-05-06,3,103507,2765.0,Juan Carlos Ferrero
195473,2002-05-06,4,102338,2675.0,Yevgeny Kafelnikov
195474,2002-05-06,5,102450,2645.0,Tim Henman
197158,2002-05-13,1,103720,4595.0,Lleyton Hewitt
197159,2002-05-13,2,103163,2840.0,Tommy Haas
197160,2002-05-13,3,101736,2760.0,Andre Agassi
197161,2002-05-13,4,102338,2675.0,Yevgeny Kafelnikov
197162,2002-05-13,5,103498,2620.0,Marat Safin
198844,2002-05-20,1,103720,4495.0,Lleyton Hewitt
198845,2002-05-20,2,103498,2935.0,Marat Safin
198846,2002-05-20,3,103163,2880.0,Tommy Haas
198847,2002-05-20,4,101736,2725.0,Andre Agassi
198848,2002-05-20,5,102338,2675.0,Yevgeny Kafelnikov
200530,2002-05-27,1,103720,4495.0,Lleyton Hewitt
200531,2002-05-27,2,103498,2935.0,Marat Safin
200532,2002-05-27,3,103163,2880.0,Tommy Haas
200533,2002-05-27,4,101736,2725.0,Andre Agassi
200534,2002-05-27,5,102338,2675.0,Yevgeny Kafelnikov
202225,2002-06-03,1,103720,4495.0,Lleyton Hewitt
202226,2002-06-03,2,103498,2935.0,Marat Safin
202227,2002-06-03,3,103163,2880.0,Tommy Haas
202228,2002-06-03,4,101736,2725.0,Andre Agassi
202229,2002-06-03,5,102338,2675.0,Yevgeny Kafelnikov
203918,2002-06-10,1,103720,4395.0,Lleyton Hewitt
203919,2002-06-10,2,103498,3310.0,Marat Safin
203920,2002-06-10,3,103163,2995.0,Tommy Haas
203921,2002-06-10,4,101736,2725.0,Andre Agassi
203922,2002-06-10,5,102450,2605.0,Tim Henman
205605,2002-06-17,1,103720,4395.0,Lleyton Hewitt
205606,2002-06-17,2,103498,3310.0,Marat Safin
205607,2002-06-17,3,103163,2995.0,Tommy Haas
205608,2002-06-17,4,101736,2725.0,Andre Agassi
205609,2002-06-17,5,102450,2605.0,Tim Henman
207296,2002-06-24,1,103720,4260.0,Lleyton Hewitt
207297,2002-06-24,2,103498,3310.0,Marat Safin
207298,2002-06-24,3,103163,2995.0,Tommy Haas
207299,2002-06-24,4,101736,2725.0,Andre Agassi
207300,2002-06-24,5,102450,2605.0,Tim Henman
208980,2002-07-01,1,103720,4260.0,Lleyton Hewitt
208981,2002-07-01,2,103498,3310.0,Marat Safin
208982,2002-07-01,3,103163,2995.0,Tommy Haas
208983,2002-07-01,4,101736,2725.0,Andre Agassi
208984,2002-07-01,5,102450,2605.0,Tim Henman
210663,2002-07-08,1,103720,5110.0,Lleyton Hewitt
210664,2002-07-08,2,103498,3095.0,Marat Safin
210665,2002-07-08,3,103163,2990.0,Tommy Haas
210666,2002-07-08,4,102450,2605.0,Tim Henman
210667,2002-07-08,5,102338,2575.0,Yevgeny Kafelnikov
212073,2002-07-15,1,103720,5110.0,Lleyton Hewitt
212074,2002-07-15,2,103498,3095.0,Marat Safin
212075,2002-07-15,3,103163,2990.0,Tommy Haas
212076,2002-07-15,4,102450,2605.0,Tim Henman
212077,2002-07-15,5,102338,2575.0,Yevgeny Kafelnikov
213771,2002-07-22,1,103720,5110.0,Lleyton Hewitt
213772,2002-07-22,2,103498,3095.0,Marat Safin
213773,2002-07-22,3,103163,2990.0,Tommy Haas
213774,2002-07-22,4,102450,2605.0,Tim Henman
213775,2002-07-22,5,102338,2575.0,Yevgeny Kafelnikov
215175,2002-07-29,1,103720,5110.0,Lleyton Hewitt
215176,2002-07-29,2,103498,3095.0,Marat Safin
215177,2002-07-29,3,103163,2990.0,Tommy Haas
215178,2002-07-29,4,102450,2605.0,Tim Henman
215179,2002-07-29,5,102338,2575.0,Yevgeny Kafelnikov
216575,2002-08-05,1,103720,5080.0,Lleyton Hewitt
216576,2002-08-05,2,103498,3215.0,Marat Safin
216577,2002-08-05,3,103163,2990.0,Tommy Haas
216578,2002-08-05,4,102450,2645.0,Tim Henman
216579,2002-08-05,5,102338,2645.0,Yevgeny Kafelnikov
217979,2002-08-12,1,103720,5205.0,Lleyton Hewitt
217980,2002-08-12,2,103498,3215.0,Marat Safin
217981,2002-08-12,3,103163,2960.0,Tommy Haas
217982,2002-08-12,4,102338,2525.0,Yevgeny Kafelnikov
217983,2002-08-12,5,102450,2455.0,Tim Henman
219388,2002-08-19,1,103720,5205.0,Lleyton Hewitt
219389,2002-08-19,2,103498,3130.0,Marat Safin
219390,2002-08-19,3,103163,3030.0,Tommy Haas
219391,2002-08-19,4,102338,2525.0,Yevgeny Kafelnikov
219392,2002-08-19,5,102450,2455.0,Tim Henman
220797,2002-08-26,1,103720,5205.0,Lleyton Hewitt
220798,2002-08-26,2,103498,3130.0,Marat Safin
220799,2002-08-26,3,103163,2945.0,Tommy Haas
220800,2002-08-26,4,102338,2525.0,Yevgeny Kafelnikov
220801,2002-08-26,5,102450,2455.0,Tim Henman
222210,2002-09-02,1,103720,5205.0,Lleyton Hewitt
222211,2002-09-02,2,103498,3130.0,Marat Safin
222212,2002-09-02,3,103163,2945.0,Tommy Haas
222213,2002-09-02,4,102338,2525.0,Yevgeny Kafelnikov
222214,2002-09-02,5,102450,2455.0,Tim Henman
223622,2002-09-09,1,103720,4655.0,Lleyton Hewitt
223623,2002-09-09,2,103163,2945.0,Tommy Haas
223624,2002-09-09,3,101736,2875.0,Andre Agassi
223625,2002-09-09,4,103498,2715.0,Marat Safin
223626,2002-09-09,5,102450,2455.0,Tim Henman
225039,2002-09-16,1,103720,4655.0,Lleyton Hewitt
225040,2002-09-16,2,103163,2945.0,Tommy Haas
225041,2002-09-16,3,101736,2875.0,Andre Agassi
225042,2002-09-16,4,103498,2580.0,Marat Safin
225043,2002-09-16,5,102450,2455.0,Tim Henman
226454,2002-09-23,1,103720,4655.0,Lleyton Hewitt
226455,2002-09-23,2,103163,2945.0,Tommy Haas
226456,2002-09-23,3,101736,2875.0,Andre Agassi
226457,2002-09-23,4,103498,2580.0,Marat Safin
226458,2002-09-23,5,102450,2455.0,Tim Henman
228158,2002-09-30,1,103720,4655.0,Lleyton Hewitt
228159,2002-09-30,2,103163,2945.0,Tommy Haas
228160,2002-09-30,3,101736,2875.0,Andre Agassi
228161,2002-09-30,4,103498,2580.0,Marat Safin
228162,2002-09-30,5,102450,2455.0,Tim Henman
229860,2002-10-07,1,103720,4465.0,Lleyton Hewitt
229861,2002-10-07,2,103163,2875.0,Tommy Haas
229862,2002-10-07,3,101736,2875.0,Andre Agassi
229863,2002-10-07,4,103498,2665.0,Marat Safin
229864,2002-10-07,5,102450,2455.0,Tim Henman
231554,2002-10-14,1,103720,4465.0,Lleyton Hewitt
231555,2002-10-14,2,101736,2875.0,Andre Agassi
231556,2002-10-14,3,103163,2665.0,Tommy Haas
231557,2002-10-14,4,103498,2620.0,Marat Safin
231558,2002-10-14,5,102450,2455.0,Tim Henman
233252,2002-10-21,1,103720,4240.0,Lleyton Hewitt
233253,2002-10-21,2,101736,3370.0,Andre Agassi
233254,2002-10-21,3,103498,2620.0,Marat Safin
233255,2002-10-21,4,103507,2525.0,Juan Carlos Ferrero
233256,2002-10-21,5,102562,2355.0,Jiri Novak
234952,2002-10-28,1,103720,4240.0,Lleyton Hewitt
234953,2002-10-28,2,101736,3370.0,Andre Agassi
234954,2002-10-28,3,103507,2610.0,Juan Carlos Ferrero
234955,2002-10-28,4,103206,2465.0,Sebastien Grosjean
234956,2002-10-28,5,103498,2420.0,Marat Safin
236628,2002-11-04,1,103720,3835.0,Lleyton Hewitt
236629,2002-11-04,2,101736,3395.0,Andre Agassi
236630,2002-11-04,3,103498,2845.0,Marat Safin
236631,2002-11-04,4,103507,2340.0,Juan Carlos Ferrero
236632,2002-11-04,5,102845,2330.0,Carlos Moya
238307,2002-11-11,1,103720,3835.0,Lleyton Hewitt
238308,2002-11-11,2,101736,3395.0,Andre Agassi
238309,2002-11-11,3,103498,2845.0,Marat Safin
238310,2002-11-11,4,103507,2340.0,Juan Carlos Ferrero
238311,2002-11-11,5,102845,2330.0,Carlos Moya
239991,2002-11-18,1,103720,4485.0,Lleyton Hewitt
239992,2002-11-18,2,101736,3395.0,Andre Agassi
239993,2002-11-18,3,103498,2845.0,Marat Safin
239994,2002-11-18,4,103507,2740.0,Juan Carlos Ferrero
239995,2002-11-18,5,102845,2630.0,Carlos Moya
241675,2002-11-25,1,103720,4485.0,Lleyton Hewitt
241676,2002-11-25,2,101736,3395.0,Andre Agassi
241677,2002-11-25,3,103498,2845.0,Marat Safin
241678,2002-11-25,4,103507,2740.0,Juan Carlos Ferrero
241679,2002-11-25,5,102845,2630.0,Carlos Moya
243353,2002-12-02,1,103720,4485.0,Lleyton Hewitt
243354,2002-12-02,2,101736,3395.0,Andre Agassi
243355,2002-12-02,3,103498,2845.0,Marat Safin
243356,2002-12-02,4,103507,2740.0,Juan Carlos Ferrero
243357,2002-12-02,5,102845,2630.0,Carlos Moya
245026,2002-12-09,1,103720,4485.0,Lleyton Hewitt
245027,2002-12-09,2,101736,3395.0,Andre Agassi
245028,2002-12-09,3,103498,2845.0,Marat Safin
245029,2002-12-09,4,103507,2740.0,Juan Carlos Ferrero
245030,2002-12-09,5,102845,2630.0,Carlos Moya
246685,2002-12-16,1,103720,4485.0,Lleyton Hewitt
246686,2002-12-16,2,101736,3395.0,Andre Agassi
246687,2002-12-16,3,103498,2845.0,Marat Safin
246688,2002-12-16,4,103507,2740.0,Juan Carlos Ferrero
246689,2002-12-16,5,102845,2630.0,Carlos Moya
248347,2002-12-23,1,103720,4485.0,Lleyton Hewitt
248348,2002-12-23,2,101736,3395.0,Andre Agassi
248349,2002-12-23,3,103498,2845.0,Marat Safin
248350,2002-12-23,4,103507,2740.0,Juan Carlos Ferrero
248351,2002-12-23,5,102845,2630.0,Carlos Moya
250009,2002-12-30,1,103720,4485.0,Lleyton Hewitt
250010,2002-12-30,2,101736,3395.0,Andre Agassi
250011,2002-12-30,3,103498,2845.0,Marat Safin
250012,2002-12-30,4,103507,2740.0,Juan Carlos Ferrero
250013,2002-12-30,5,102845,2630.0,Carlos Moya
251671,2003-01-06,1,103720,4485.0,Lleyton Hewitt
251672,2003-01-06,2,101736,3395.0,Andre Agassi
251673,2003-01-06,3,103498,2845.0,Marat Safin
251674,2003-01-06,4,103507,2740.0,Juan Carlos Ferrero
251675,2003-01-06,5,102845,2630.0,Carlos Moya
253336,2003-01-13,1,103720,4485.0,Lleyton Hewitt
253337,2003-01-13,2,101736,3395.0,Andre Agassi
253338,2003-01-13,3,103498,2860.0,Marat Safin
253339,2003-01-13,4,103507,2835.0,Juan Carlos Ferrero
253340,2003-01-13,5,102845,2630.0,Carlos Moya
255001,2003-01-20,1,103720,4485.0,Lleyton Hewitt
255002,2003-01-20,2,101736,3395.0,Andre Agassi
255003,2003-01-20,3,103498,2860.0,Marat Safin
255004,2003-01-20,4,103507,2835.0,Juan Carlos Ferrero
255005,2003-01-20,5,102845,2630.0,Carlos Moya
256665,2003-01-27,1,103720,4630.0,Lleyton Hewitt
256666,2003-01-27,2,101736,4395.0,Andre Agassi
256667,2003-01-27,3,103507,3085.0,Juan Carlos Ferrero
256668,2003-01-27,4,102845,2630.0,Carlos Moya
256669,2003-01-27,5,103819,2475.0,Roger Federer
258331,2003-02-03,1,103720,4630.0,Lleyton Hewitt
258332,2003-02-03,2,101736,4395.0,Andre Agassi
258333,2003-02-03,3,103507,3085.0,Juan Carlos Ferrero
258334,2003-02-03,4,102845,2630.0,Carlos Moya
258335,2003-02-03,5,104053,2460.0,Andy Roddick
259995,2003-02-10,1,103720,4630.0,Lleyton Hewitt
259996,2003-02-10,2,101736,4395.0,Andre Agassi
259997,2003-02-10,3,103507,3085.0,Juan Carlos Ferrero
259998,2003-02-10,4,102845,2630.0,Carlos Moya
259999,2003-02-10,5,104053,2460.0,Andy Roddick
261664,2003-02-17,1,103720,4630.0,Lleyton Hewitt
261665,2003-02-17,2,101736,4495.0,Andre Agassi
261666,2003-02-17,3,103507,3070.0,Juan Carlos Ferrero
261667,2003-02-17,4,102845,2630.0,Carlos Moya
261668,2003-02-17,5,103819,2530.0,Roger Federer
263333,2003-02-24,1,103720,4630.0,Lleyton Hewitt
263334,2003-02-24,2,101736,4495.0,Andre Agassi
263335,2003-02-24,3,103507,3105.0,Juan Carlos Ferrero
263336,2003-02-24,4,102845,2695.0,Carlos Moya
263337,2003-02-24,5,103819,2580.0,Roger Federer
265002,2003-03-03,1,103720,4480.0,Lleyton Hewitt
265003,2003-03-03,2,101736,4450.0,Andre Agassi
265004,2003-03-03,3,103507,3105.0,Juan Carlos Ferrero
265005,2003-03-03,4,103819,2780.0,Roger Federer
265006,2003-03-03,5,102845,2555.0,Carlos Moya
266671,2003-03-10,1,103720,4630.0,Lleyton Hewitt
266672,2003-03-10,2,101736,4300.0,Andre Agassi
266673,2003-03-10,3,103507,3105.0,Juan Carlos Ferrero
266674,2003-03-10,4,103819,2780.0,Roger Federer
266675,2003-03-10,5,102845,2555.0,Carlos Moya
268337,2003-03-17,1,103720,4630.0,Lleyton Hewitt
268338,2003-03-17,2,101736,4295.0,Andre Agassi
268339,2003-03-17,3,103507,3135.0,Juan Carlos Ferrero
268340,2003-03-17,4,103819,2740.0,Roger Federer
268341,2003-03-17,5,102845,2625.0,Carlos Moya
270005,2003-03-24,1,103720,4630.0,Lleyton Hewitt
270006,2003-03-24,2,101736,4295.0,Andre Agassi
270007,2003-03-24,3,103507,3135.0,Juan Carlos Ferrero
270008,2003-03-24,4,103819,2740.0,Roger Federer
270009,2003-03-24,5,102845,2625.0,Carlos Moya
271673,2003-03-31,1,103720,4410.0,Lleyton Hewitt
271674,2003-03-31,2,101736,4295.0,Andre Agassi
271675,2003-03-31,3,103507,3135.0,Juan Carlos Ferrero
271676,2003-03-31,4,102845,2970.0,Carlos Moya
271677,2003-03-31,5,103819,2515.0,Roger Federer
273338,2003-04-07,1,103720,4410.0,Lleyton Hewitt
273339,2003-04-07,2,101736,4295.0,Andre Agassi
273340,2003-04-07,3,103507,3135.0,Juan Carlos Ferrero
273341,2003-04-07,4,102845,2970.0,Carlos Moya
273342,2003-04-07,5,103819,2515.0,Roger Federer
275005,2003-04-14,1,103720,4410.0,Lleyton Hewitt
275006,2003-04-14,2,101736,4295.0,Andre Agassi
275007,2003-04-14,3,103507,3135.0,Juan Carlos Ferrero
275008,2003-04-14,4,102845,2970.0,Carlos Moya
275009,2003-04-14,5,103819,2515.0,Roger Federer
276672,2003-04-21,1,103720,4405.0,Lleyton Hewitt
276673,2003-04-21,2,101736,4295.0,Andre Agassi
276674,2003-04-21,3,103507,3135.0,Juan Carlos Ferrero
276675,2003-04-21,4,102845,2845.0,Carlos Moya
276676,2003-04-21,5,103819,2480.0,Roger Federer
278339,2003-04-28,1,101736,4395.0,Andre Agassi
278340,2003-04-28,2,103720,4295.0,Lleyton Hewitt
278341,2003-04-28,3,103507,3210.0,Juan Carlos Ferrero
278342,2003-04-28,4,102845,3035.0,Carlos Moya
278343,2003-04-28,5,103819,2480.0,Roger Federer
280012,2003-05-05,1,101736,4395.0,Andre Agassi
280013,2003-05-05,2,103720,4295.0,Lleyton Hewitt
280014,2003-05-05,3,103507,3275.0,Juan Carlos Ferrero
280015,2003-05-05,4,102845,3035.0,Carlos Moya
280016,2003-05-05,5,103819,2545.0,Roger Federer
281686,2003-05-12,1,103720,4260.0,Lleyton Hewitt
281687,2003-05-12,2,101736,3900.0,Andre Agassi
281688,2003-05-12,3,103507,3465.0,Juan Carlos Ferrero
281689,2003-05-12,4,102845,2985.0,Carlos Moya
281690,2003-05-12,5,103819,2890.0,Roger Federer
283364,2003-05-19,1,103720,4210.0,Lleyton Hewitt
283365,2003-05-19,2,101736,3900.0,Andre Agassi
283366,2003-05-19,3,103507,3460.0,Juan Carlos Ferrero
283367,2003-05-19,4,102845,2985.0,Carlos Moya
283368,2003-05-19,5,103819,2465.0,Roger Federer
285053,2003-05-26,1,103720,4210.0,Lleyton Hewitt
285054,2003-05-26,2,101736,3900.0,Andre Agassi
285055,2003-05-26,3,103507,3460.0,Juan Carlos Ferrero
285056,2003-05-26,4,102845,2985.0,Carlos Moya
285057,2003-05-26,5,103819,2465.0,Roger Federer
286738,2003-06-02,1,103720,4210.0,Lleyton Hewitt
286739,2003-06-02,2,101736,3900.0,Andre Agassi
286740,2003-06-02,3,103507,3460.0,Juan Carlos Ferrero
286741,2003-06-02,4,102845,2985.0,Carlos Moya
286742,2003-06-02,5,103819,2465.0,Roger Federer
288423,2003-06-09,1,103720,4135.0,Lleyton Hewitt
288424,2003-06-09,2,101736,3900.0,Andre Agassi
288425,2003-06-09,3,103507,3760.0,Juan Carlos Ferrero
288426,2003-06-09,4,102845,3160.0,Carlos Moya
288427,2003-06-09,5,103819,2465.0,Roger Federer
290114,2003-06-16,1,101736,3975.0,Andre Agassi
290115,2003-06-16,2,103720,3965.0,Lleyton Hewitt
290116,2003-06-16,3,103507,3760.0,Juan Carlos Ferrero
290117,2003-06-16,4,102845,3160.0,Carlos Moya
290118,2003-06-16,5,103819,2580.0,Roger Federer
291807,2003-06-23,1,101736,3975.0,Andre Agassi
291808,2003-06-23,2,103720,3940.0,Lleyton Hewitt
291809,2003-06-23,3,103507,3760.0,Juan Carlos Ferrero
291810,2003-06-23,4,102845,3160.0,Carlos Moya
291811,2003-06-23,5,103819,2580.0,Roger Federer
293506,2003-06-30,1,101736,3975.0,Andre Agassi
293507,2003-06-30,2,103720,3940.0,Lleyton Hewitt
293508,2003-06-30,3,103507,3760.0,Juan Carlos Ferrero
293509,2003-06-30,4,102845,3160.0,Carlos Moya
293510,2003-06-30,5,103819,2580.0,Roger Federer
295204,2003-07-07,1,101736,4090.0,Andre Agassi
295205,2003-07-07,2,103507,3875.0,Juan Carlos Ferrero
295206,2003-07-07,3,103819,3575.0,Roger Federer
295207,2003-07-07,4,102845,3160.0,Carlos Moya
295208,2003-07-07,5,103720,2945.0,Lleyton Hewitt
296896,2003-07-14,1,101736,4090.0,Andre Agassi
296897,2003-07-14,2,103507,3875.0,Juan Carlos Ferrero
296898,2003-07-14,3,103819,3575.0,Roger Federer
296899,2003-07-14,4,102845,3095.0,Carlos Moya
296900,2003-07-14,5,103720,2945.0,Lleyton Hewitt
298588,2003-07-21,1,101736,4090.0,Andre Agassi
298589,2003-07-21,2,103507,3875.0,Juan Carlos Ferrero
298590,2003-07-21,3,103819,3575.0,Roger Federer
298591,2003-07-21,4,102845,2995.0,Carlos Moya
298592,2003-07-21,5,103720,2945.0,Lleyton Hewitt
300284,2003-07-28,1,101736,3940.0,Andre Agassi
300285,2003-07-28,2,103507,3775.0,Juan Carlos Ferrero
300286,2003-07-28,3,103819,3575.0,Roger Federer
300287,2003-07-28,4,102845,3095.0,Carlos Moya
300288,2003-07-28,5,103720,2945.0,Lleyton Hewitt
