,match_id,match_date,player,dfs,first_in,first_won,second_in,second_won,bk_pts,bp_saved,return_pts,return_pts_won,winners,winners_fh,winners_bh,unforced,unforced_fh,unforced_bh
538,20250923-M-Chengdu-F-Alejandro_Tabilo-Lorenzo_Musetti,2025-09-23,Alejandro Tabilo,2,83,58,40,18,9,7,81,22,31,12,4,45,21,22
539,20250923-M-Chengdu-F-Alejandro_Tabilo-Lorenzo_Musetti,2025-09-23,Lorenzo Musetti,0,50,41,31,18,1,0,123,47,37,17,9,21,15,6
546,20250922-M-Hangzhou-SF-Yibing_Wu-Alexander_Bublik,2025-09-22,Yibing Wu,0,35,24,20,8,5,2,45,8,14,4,0,20,12,8
547,20250922-M-Hangzhou-SF-Yibing_Wu-Alexander_Bublik,2025-09-22,Alexander Bublik,3,34,31,11,6,0,0,55,23,34,2,7,22,9,10
552,20250922-M-Chengdu-SF-Lorenzo_Musetti-Alexander_Shevchenko,2025-09-22,Lorenzo Musetti,1,26,24,14,8,0,0,55,28,29,14,3,11,6,4
553,20250922-M-Chengdu-SF-Lorenzo_Musetti-Alexander_Shevchenko,2025-09-22,Alexander Shevchenko,1,37,18,18,9,8,4,40,8,17,4,3,22,14,7
558,20250920-M-Hangzhou-R16-Yibing_Wu-Sebastian_Korda,2025-09-20,Yibing Wu,3,59,45,30,16,4,3,65,21,25,11,2,22,6,13
559,20250920-M-Hangzhou-R16-Yibing_Wu-Sebastian_Korda,2025-09-20,Sebastian Korda,4,37,27,28,17,3,0,89,28,29,8,6,30,8,18
566,20250920-M-Chengdu-R16-Dino_Prizmic-Lorenzo_Musetti,2025-09-20,Dino Prizmic,0,58,38,32,17,8,4,72,18,28,17,7,34,23,11
567,20250920-M-Chengdu-R16-Dino_Prizmic-Lorenzo_Musetti,2025-09-20,Lorenzo Musetti,1,54,44,18,10,5,3,90,35,31,11,5,27,16,10
574,20250913-M-Davis_Cup_Qualifiers-RR-Francisco_Comesana-Jesper_De_Jong,2025-09-13,Francisco Comesana,2,42,26,19,8,6,2,53,16,18,7,4,22,12,8
575,20250913-M-Davis_Cup_Qualifiers-RR-Francisco_Comesana-Jesper_De_Jong,2025-09-13,Jesper De Jong,2,27,22,26,15,2,1,61,27,24,10,6,13,6,5
580,20250913-M-Davis_Cup_Qualifiers-RR-Alex_De_Minaur-Raphael_Collignon,2025-09-13,Alex De Minaur,3,54,31,40,19,9,3,152,70,17,11,4,33,20,10
581,20250913-M-Davis_Cup_Qualifiers-RR-Alex_De_Minaur-Raphael_Collignon,2025-09-13,Raphael Collignon,12,88,59,64,23,26,21,94,44,53,27,19,70,31,27
588,20250912-M-Davis_Cup_Qualifiers-RR-Jesper_De_Jong-Tomas_Martin_Etcheverry,2025-09-12,Jesper De Jong,2,47,29,30,11,16,11,54,23,30,14,10,21,13,6
589,20250912-M-Davis_Cup_Qualifiers-RR-Jesper_De_Jong-Tomas_Martin_Etcheverry,2025-09-12,Tomas Martin Etcheverry,1,35,24,19,7,3,0,77,37,14,7,2,14,8,5
594,20250912-M-Davis_Cup_Qualifiers-RR-Francisco_Cerundolo-Botic_Van_De_Zandschulp,2025-09-12,Francisco Cerundolo,4,36,23,30,14,8,5,81,43,23,13,9,22,11,7
595,20250912-M-Davis_Cup_Qualifiers-RR-Francisco_Cerundolo-Botic_Van_De_Zandschulp,2025-09-12,Botic Van De Zandschulp,5,50,29,31,9,15,9,66,29,18,11,5,32,19,8
600,20250907-M-US_Open-F-Jannik_Sinner-Carlos_Alcaraz,2025-09-07,Jannik Sinner,4,54,37,58,28,11,6,89,24,18,9,6,34,20,10
601,20250907-M-US_Open-F-Jannik_Sinner-Carlos_Alcaraz,2025-09-07,Carlos Alcaraz,0,54,45,35,20,1,0,112,47,38,20,5,32,19,13
610,20250906-M-US_Open-SF-Jannik_Sinner-Felix_Auger_Aliassime,2025-09-06,Jannik Sinner,4,58,44,51,34,10,9,111,42,30,10,9,30,12,14
611,20250906-M-US_Open-SF-Jannik_Sinner-Felix_Auger_Aliassime,2025-09-06,Felix Auger Aliassime,5,72,51,39,18,11,7,109,31,30,17,4,58,24,29
620,20250905-M-US_Open-SF-Novak_Djokovic-Carlos_Alcaraz,2025-09-05,Novak Djokovic,5,56,37,37,18,7,3,89,26,27,7,4,42,17,20
621,20250905-M-US_Open-SF-Novak_Djokovic-Carlos_Alcaraz,2025-09-05,Carlos Alcaraz,2,50,42,39,21,1,0,93,38,44,17,5,39,17,20
628,20250903-M-US_Open-QF-Jannik_Sinner-Lorenzo_Musetti,2025-09-03,Jannik Sinner,0,46,42,29,15,7,7,66,28,26,14,2,22,15,7
629,20250903-M-US_Open-QF-Jannik_Sinner-Lorenzo_Musetti,2025-09-03,Lorenzo Musetti,1,41,30,25,8,6,1,75,18,10,7,1,31,17,13
636,20250903-M-US_Open-QF-Felix_Auger_Aliassime-Alex_De_Minaur,2025-09-03,Felix Auger Aliassime,11,96,79,52,16,10,6,162,63,50,19,5,86,47,28
637,20250903-M-US_Open-QF-Felix_Auger_Aliassime-Alex_De_Minaur,2025-09-03,Alex De Minaur,11,70,54,92,45,9,5,148,53,27,12,7,53,24,18
646,20250902-M-US_Open-QF-Novak_Djokovic-Taylor_Fritz,2025-09-02,Novak Djokovic,8,88,63,51,28,13,11,116,39,29,12,7,43,15,20
647,20250902-M-US_Open-QF-Novak_Djokovic-Taylor_Fritz,2025-09-02,Taylor Fritz,5,65,53,51,24,9,5,139,48,39,20,7,38,20,13
656,20250902-M-US_Open-QF-Jiri_Lehecka-Carlos_Alcaraz,2025-09-02,Jiri Lehecka,4,55,37,31,14,9,5,71,14,15,5,6,22,10,8
657,20250902-M-US_Open-QF-Jiri_Lehecka-Carlos_Alcaraz,2025-09-02,Carlos Alcaraz,2,45,38,26,19,0,0,86,35,24,13,5,15,11,2
664,20250901-M-US_Open-R16-Taylor_Fritz-Tomas_Machac,2025-09-01,Taylor Fritz,2,43,39,26,17,0,0,81,31,44,8,4,18,11,5
665,20250901-M-US_Open-R16-Taylor_Fritz-Tomas_Machac,2025-09-01,Tomas Machac,3,44,30,37,20,8,4,69,13,29,5,6,33,12,18
672,20250901-M-US_Open-R16-Alexander_Bublik-Jannik_Sinner,2025-09-01,Alexander Bublik,13,48,28,31,6,17,9,53,12,11,6,3,31,8,10
673,20250901-M-US_Open-R16-Alexander_Bublik-Jannik_Sinner,2025-09-01,Jannik Sinner,1,31,25,22,16,1,1,79,45,23,9,5,14,5,8
680,20250831-M-US_Open-R16-Novak_Djokovic-Jan_Lennard_Struff,2025-08-31,Novak Djokovic,0,48,38,26,15,1,0,78,37,34,15,6,18,7,11
681,20250831-M-US_Open-R16-Novak_Djokovic-Jan_Lennard_Struff,2025-08-31,Jan Lennard Struff,6,40,25,38,16,8,2,74,21,20,9,4,32,11,15
688,20250831-M-Porto_CH-F-Guy_Den_Ouden-Gilles_Arnaud_Bailly,2025-08-31,Guy Den Ouden,1,43,28,22,11,5,3,68,35,26,17,9,29,20,8
689,20250831-M-Porto_CH-F-Guy_Den_Ouden-Gilles_Arnaud_Bailly,2025-08-31,Gilles Arnaud Bailly,1,34,23,34,10,8,3,65,26,13,4,8,25,15,9
694,20250830-M-US_Open-R32-Lorenzo_Musetti-Flavio_Cobolli,2025-08-30,Lorenzo Musetti,5,32,25,30,16,6,5,54,29,16,10,3,27,14,8
695,20250830-M-US_Open-R32-Lorenzo_Musetti-Flavio_Cobolli,2025-08-30,Flavio Cobolli,3,31,17,23,8,9,4,62,21,4,2,1,31,14,14
702,20250829-M-US_Open-R32-Carlos_Alcaraz-Luciano_Darderi,2025-08-29,Carlos Alcaraz,1,47,37,23,13,3,2,77,41,48,18,4,26,16,9
703,20250829-M-US_Open-R32-Carlos_Alcaraz-Luciano_Darderi,2025-08-29,Luciano Darderi,8,40,25,37,11,18,11,70,20,22,8,0,35,18,9
710,20250828-M-US_Open-R64-Jannik_Sinner-Alexei_Popyrin,2025-08-28,Jannik Sinner,4,41,33,40,24,5,5,75,38,25,17,2,15,8,3
711,20250828-M-US_Open-R64-Jannik_Sinner-Alexei_Popyrin,2025-08-28,Alexei Popyrin,4,44,27,31,10,9,4,81,24,20,11,3,22,9,9
718,20250828-M-US_Open-R64-Carlos_Alcaraz-Mattia_Bellucci,2025-08-28,Carlos Alcaraz,2,35,30,23,15,0,0,83,44,42,18,5,23,15,6
719,20250828-M-US_Open-R64-Carlos_Alcaraz-Mattia_Bellucci,2025-08-28,Mattia Bellucci,2,52,22,31,17,17,10,58,13,23,7,2,38,27,9
726,20250827-M-US_Open-R64-Zachary_Svajda-Novak_Djokovic,2025-08-27,Zachary Svajda,3,83,53,32,17,15,9,104,24,36,21,7,29,14,12
727,20250827-M-US_Open-R64-Zachary_Svajda-Novak_Djokovic,2025-08-27,Novak Djokovic,4,62,52,42,28,3,2,115,45,47,24,13,32,12,16
736,20250827-M-US_Open-R64-Joao_Fonseca-Tomas_Machac,2025-08-27,Joao Fonseca,4,50,37,27,16,6,3,93,24,34,11,2,36,13,19
737,20250827-M-US_Open-R64-Joao_Fonseca-Tomas_Machac,2025-08-27,Tomas Machac,2,56,44,37,25,4,4,77,24,42,18,8,29,19,8
745,20250827-M-US_Open-R64-Casper_Ruud-Raphael_Collignon,2025-08-27,Casper Ruud,3,84,63,56,27,13,7,161,66,41,19,7,59,43,13
746,20250827-M-US_Open-R64-Casper_Ruud-Raphael_Collignon,2025-08-27,Raphael Collignon,17,97,67,64,28,13,7,140,50,53,18,13,74,29,28
756,20250826-M-US_Open-R128-Reilly_Opelka-Carlos_Alcaraz,2025-08-26,Reilly Opelka,9,66,50,38,15,11,8,84,17,54,13,5,47,20,18
757,20250826-M-US_Open-R128-Reilly_Opelka-Carlos_Alcaraz,2025-08-26,Carlos Alcaraz,6,58,50,26,17,3,3,104,39,51,12,4,21,9,6
764,20250826-M-US_Open-R128-Jannik_Sinner-Vit_Kopriva,2025-08-26,Jannik Sinner,1,40,33,28,15,2,2,63,36,17,4,6,23,11,11
765,20250826-M-US_Open-R128-Jannik_Sinner-Vit_Kopriva,2025-08-26,Vit Kopriva,8,32,19,31,8,10,3,68,20,11,5,2,25,9,8
772,20250826-M-US_Open-R128-Daniel_Altmaier-Hamad_Medjedovic,2025-08-26,Daniel Altmaier,3,118,95,63,30,4,1,197,65,58,23,7,43,24,16
773,20250826-M-US_Open-R128-Daniel_Altmaier-Hamad_Medjedovic,2025-08-26,Hamad Medjedovic,11,123,100,74,32,17,12,181,56,84,31,17,90,40,39
784,20250824-M-US_Open-R128-Novak_Djokovic-Learner_Tien,2025-08-24,Novak Djokovic,4,56,43,38,18,8,6,89,47,26,13,6,27,11,12
785,20250824-M-US_Open-R128-Novak_Djokovic-Learner_Tien,2025-08-24,Learner Tien,7,57,31,32,11,9,3,94,33,16,11,4,39,18,14
792,20250824-M-US_Open-R128-Jesper_De_Jong-Brandon_Nakashima,2025-08-24,Jesper De Jong,8,85,58,62,37,10,5,149,44,46,16,8,54,22,24
793,20250824-M-US_Open-R128-Jesper_De_Jong-Brandon_Nakashima,2025-08-24,Brandon Nakashima,4,87,71,62,34,7,4,147,52,54,23,8,58,29,25
804,20250824-M-US_Open-R128-Benjamin_Bonzi-Daniil_Medvedev,2025-08-24,Benjamin Bonzi,4,105,72,52,27,19,13,149,57,34,18,6,56,23,29
805,20250824-M-US_Open-R128-Benjamin_Bonzi-Daniil_Medvedev,2025-08-24,Daniil Medvedev,10,91,68,58,24,16,10,157,58,55,19,14,65,27,28
816,20250824-M-US_Open-R128-Adrian_Mannarino-Tallon_Griekspoor,2025-08-24,Adrian Mannarino,3,47,42,39,20,9,8,99,48,32,10,6,21,7,11
817,20250824-M-US_Open-R128-Adrian_Mannarino-Tallon_Griekspoor,2025-08-24,Tallon Griekspoor,10,57,40,42,11,16,10,86,24,34,12,7,47,23,14
824,20250823-M-Winston_Salem-F-Marton_Fucsovics-Botic_Van_De_Zandschulp,2025-08-23,Marton Fucsovics,3,43,31,29,15,5,2,72,33,18,12,2,23,11,9
825,20250823-M-Winston_Salem-F-Marton_Fucsovics-Botic_Van_De_Zandschulp,2025-08-23,Botic Van De Zandschulp,3,40,30,32,9,7,3,72,26,19,13,4,33,18,12
830,20250818-M-Cincinnati_Masters-F-Jannik_Sinner-Carlos_Alcaraz,2025-08-18,Jannik Sinner,2,8,4,8,0,6,3,13,4,4,3,0,11,7,2
831,20250818-M-Cincinnati_Masters-F-Jannik_Sinner-Carlos_Alcaraz,2025-08-18,Carlos Alcaraz,0,6,5,7,4,0,0,16,12,2,1,0,1,0,1
834,20250814-M-Cincinnati_Masters-R16-Carlos_Alcaraz-Luca_Nardi,2025-08-14,Carlos Alcaraz,3,31,25,15,9,2,1,66,31,22,5,3,18,11,4
835,20250814-M-Cincinnati_Masters-R16-Carlos_Alcaraz-Luca_Nardi,2025-08-14,Luca Nardi,8,38,24,28,11,11,7,46,12,14,7,2,22,9,5
840,20250814-M-Cincinnati_Masters-QF-Jannik_Sinner-Felix_Auger_Aliassime,2025-08-14,Jannik Sinner,2,23,18,16,10,1,0,45,29,8,2,3,13,7,4
841,20250814-M-Cincinnati_Masters-QF-Jannik_Sinner-Felix_Auger_Aliassime,2025-08-14,Felix Auger Aliassime,8,25,12,20,4,10,4,39,11,6,3,2,35,14,13
846,20250813-M-Cincinnati_Masters-R16-Adrian_Mannarino-Jannik_Sinner,2025-08-13,Adrian Mannarino,3,48,35,35,17,9,7,62,14,17,5,2,25,15,7
847,20250813-M-Cincinnati_Masters-R16-Adrian_Mannarino-Jannik_Sinner,2025-08-13,Jannik Sinner,2,32,31,30,17,1,0,83,31,23,9,2,12,8,2
852,20250812-M-Cincinnati_Masters-R32-Hamad_Medjedovic-Carlos_Alcaraz,2025-08-12,Hamad Medjedovic,8,47,30,32,16,7,4,57,16,40,11,5,37,15,14
853,20250812-M-Cincinnati_Masters-R32-Hamad_Medjedovic-Carlos_Alcaraz,2025-08-12,Carlos Alcaraz,3,33,26,24,15,2,1,79,33,27,4,0,15,7,5
858,20250812-M-Cincinnati_Masters-R32-Gabriel_Diallo-Jannik_Sinner,2025-08-12,Gabriel Diallo,10,52,40,32,5,12,9,62,17,37,5,3,49,27,12
859,20250812-M-Cincinnati_Masters-R32-Gabriel_Diallo-Jannik_Sinner,2025-08-12,Jannik Sinner,5,31,25,31,20,3,2,84,39,32,10,4,19,11,3
864,20250810-M-Cincinnati_Masters-R64-Reilly_Opelka-Alex_De_Minaur,2025-08-10,Reilly Opelka,5,41,31,35,24,7,7,69,20,50,14,7,44,29,10
865,20250810-M-Cincinnati_Masters-R64-Reilly_Opelka-Alex_De_Minaur,2025-08-10,Alex De Minaur,0,49,37,20,12,1,0,76,21,23,3,1,6,3,3
870,20250809-M-Cincinnati_Masters-R64-Jannik_Sinner-Daniel_Elahi_Galan,2025-08-09,Jannik Sinner,3,23,22,13,8,1,1,48,27,32,12,2,12,5,4
871,20250809-M-Cincinnati_Masters-R64-Jannik_Sinner-Daniel_Elahi_Galan,2025-08-09,Daniel Elahi Galan,2,26,13,22,8,13,8,36,6,13,3,0,19,8,9
876,20250809-M-Cincinnati-R64-Joao_Fonseca-Alejandro_Davidovich_Fokina,2025-08-09,Joao Fonseca,3,42,28,23,11,6,2,68,27,24,9,6,34,19,12
877,20250809-M-Cincinnati-R64-Joao_Fonseca-Alejandro_Davidovich_Fokina,2025-08-09,Alejandro Davidovich Fokina,5,34,24,34,17,7,2,65,26,16,5,3,23,13,5
882,20250807-M-Canada_Masters-F-Ben_Shelton-Karen_Khachanov,2025-08-07,Ben Shelton,6,70,56,38,22,6,5,101,29,41,15,8,47,22,19
883,20250807-M-Canada_Masters-F-Ben_Shelton-Karen_Khachanov,2025-08-07,Karen Khachanov,2,64,46,37,26,6,4,108,30,30,22,3,25,14,9
890,20250805-M-Canada_Masters-QF-Taylor_Fritz-Andrey_Rublev,2025-08-05,Taylor Fritz,3,48,38,25,16,4,3,57,18,40,7,3,19,5,11
891,20250805-M-Canada_Masters-QF-Taylor_Fritz-Andrey_Rublev,2025-08-05,Andrey Rublev,1,31,24,26,15,2,0,73,19,29,11,3,23,13,9
896,20250805-M-Canada_Masters-QF-Ben_Shelton-Alex_De_Minaur,2025-08-05,Ben Shelton,1,37,29,23,12,2,1,66,28,24,8,1,22,14,7
897,20250805-M-Canada_Masters-QF-Ben_Shelton-Alex_De_Minaur,2025-08-05,Alex De Minaur,2,35,23,31,15,5,2,60,19,14,8,5,28,10,16
902,20250804-M-Cincinnati_Masters-R16-Francisco_Comesana-Andrey_Rublev,2025-08-04,Francisco Comesana,5,28,19,24,6,8,3,47,15,21,1,3,19,9,5
903,20250804-M-Cincinnati_Masters-R16-Francisco_Comesana-Andrey_Rublev,2025-08-04,Andrey Rublev,2,32,26,15,6,2,1,52,27,30,10,2,16,10,4
908,20250803-M-Hagen_CH-F-Yannick_Hanfmann-Guy_Den_Ouden,2025-08-03,Yannick Hanfmann,1,59,41,21,13,7,5,84,38,33,19,10,26,8,17
909,20250803-M-Hagen_CH-F-Yannick_Hanfmann-Guy_Den_Ouden,2025-08-03,Guy Den Ouden,9,43,30,41,16,11,7,80,26,23,15,6,37,13,15
916,20250802-M-Canada_Masters-R16-Casper_Ruud-Karen_Khachanov,2025-08-02,Casper Ruud,2,48,27,23,15,12,9,54,12,22,13,0,31,17,12
917,20250802-M-Canada_Masters-R16-Casper_Ruud-Karen_Khachanov,2025-08-02,Karen Khachanov,3,30,29,24,13,4,3,71,29,32,15,7,22,10,9
922,20250801-M-Canada_Masters-R32-Jakub_Mensik-Alejandro_Davidovich_Fokina,2025-08-01,Jakub Mensik,5,29,18,28,11,4,0,48,14,22,4,4,36,15,16
923,20250801-M-Canada_Masters-R32-Jakub_Mensik-Alejandro_Davidovich_Fokina,2025-08-01,Alejandro Davidovich Fokina,1,25,17,23,17,3,2,57,28,16,6,2,16,9,6
928,20250801-M-Canada_Masters-R32-Gabriel_Diallo-Taylor_Fritz,2025-08-01,Gabriel Diallo,6,35,24,28,11,7,4,48,10,23,6,4,35,20,9
929,20250801-M-Canada_Masters-R32-Gabriel_Diallo-Taylor_Fritz,2025-08-01,Taylor Fritz,0,26,23,22,15,1,1,63,28,21,5,1,18,13,5
934,20250801-M-Canada_Masters-R32-Arthur_Fils-Jiri_Lehecka,2025-08-01,Arthur Fils,1,54,41,22,13,5,3,88,29,24,13,5,30,12,17
935,20250801-M-Canada_Masters-R32-Arthur_Fils-Jiri_Lehecka,2025-08-01,Jiri Lehecka,5,51,42,37,17,2,1,76,22,31,13,2,34,19,10
942,20250731-M-Canada_Masters-R32-Alexandre_Muller-Holger_Rune,2025-07-31,Alexandre Muller,2,25,19,21,10,3,0,49,12,12,5,3,21,8,11
943,20250731-M-Canada_Masters-R32-Alexandre_Muller-Holger_Rune,2025-07-31,Holger Rune,1,32,26,17,11,0,0,46,17,20,11,3,20,11,8
948,20250730-M-Canada_Masters-R32-Francisco_Comesana-Alex_De_Minaur,2025-07-30,Francisco Comesana,7,35,25,23,6,6,3,53,14,16,4,4,39,15,17
949,20250730-M-Canada_Masters-R32-Francisco_Comesana-Alex_De_Minaur,2025-07-30,Alex De Minaur,3,25,20,28,19,1,1,58,27,12,6,2,23,13,7
954,20250729-M-Canada_Masters-R64-Roman_Safiullin-Casper_Ruud,2025-07-29,Roman Safiullin,3,31,19,18,8,5,1,61,22,25,7,3,29,11,15
955,20250729-M-Canada_Masters-R64-Roman_Safiullin-Casper_Ruud,2025-07-29,Casper Ruud,2,41,30,20,9,3,2,49,22,30,9,2,18,5,11
960,20250729-M-Canada_Masters-R64-Lorenzo_Musetti-James_Duckworth,2025-07-29,Lorenzo Musetti,3,31,27,24,14,2,2,61,26,19,8,6,12,4,5
961,20250729-M-Canada_Masters-R64-Lorenzo_Musetti-James_Duckworth,2025-07-29,James Duckworth,4,30,19,31,16,9,6,55,14,21,9,4,33,17,12
966,20250728-M-Canada_Masters-R128-Dan_Martin-Jaume_Munar,2025-07-28,Dan Martin,1,30,12,23,12,10,5,34,6,5,3,2,25,18,6
967,20250728-M-Canada_Masters-R128-Dan_Martin-Jaume_Munar,2025-07-28,Jaume Munar,0,22,19,12,9,0,0,53,29,19,11,2,15,8,7
972,20250727-M-Washington-F-Alex_De_Minaur-Alejandro_Davidovich_Fokina,2025-07-27,Alex De Minaur,6,66,45,47,26,8,5,108,45,24,11,4,40,15,19
973,20250727-M-Washington-F-Alex_De_Minaur-Alejandro_Davidovich_Fokina,2025-07-27,Alejandro Davidovich Fokina,2,68,40,40,23,9,5,113,42,29,16,10,60,32,26
980,20250727-M-Canada_Masters-R128-Nicolas_Arseneault-Valentin_Royer,2025-07-27,Nicolas Arseneault,4,58,43,29,8,9,5,64,29,15,5,4,23,12,7
981,20250727-M-Canada_Masters-R128-Nicolas_Arseneault-Valentin_Royer,2025-07-27,Valentin Royer,6,38,26,26,9,11,6,87,36,20,14,2,44,23,15
986,20250726-M-Kitzbuhel-F-Alexander_Bublik-Arthur_Cazaux,2025-07-26,Alexander Bublik,7,31,26,30,16,5,4,61,25,36,14,10,34,16,11
987,20250726-M-Kitzbuhel-F-Alexander_Bublik-Arthur_Cazaux,2025-07-26,Arthur Cazaux,0,32,22,29,14,7,4,61,19,20,7,4,20,11,9
992,20250725-M-Kitzbuhel-SF-Alexander_Bublik-Botic_Van_De_Zandschulp,2025-07-25,Alexander Bublik,6,37,30,20,11,2,1,63,27,34,5,3,16,6,4
993,20250725-M-Kitzbuhel-SF-Alexander_Bublik-Botic_Van_De_Zandschulp,2025-07-25,Botic Van De Zandschulp,3,42,27,21,9,9,6,57,16,30,12,4,28,12,13
998,20250723-M-Washington-R32-Reilly_Opelka-Daniil_Medvedev,2025-07-23,Reilly Opelka,7,55,42,44,20,13,10,76,20,53,11,4,45,23,15
999,20250723-M-Washington-R32-Reilly_Opelka-Daniil_Medvedev,2025-07-23,Daniil Medvedev,6,46,40,30,16,2,1,99,37,45,2,4,19,3,10
1006,20250722-M-Washington-R32-Lorenzo_Musetti-Cameron_Norrie,2025-07-22,Lorenzo Musetti,4,39,31,34,15,7,3,91,33,24,10,6,26,11,11
1007,20250722-M-Washington-R32-Lorenzo_Musetti-Cameron_Norrie,2025-07-22,Cameron Norrie,8,55,41,36,17,11,9,73,27,25,17,3,29,12,9
1014,20250722-M-Washington-R32-Ben_Shelton-Mackenzie_Mcdonald,2025-07-22,Ben Shelton,0,31,27,16,13,0,0,60,24,24,9,4,16,4,12
1015,20250722-M-Washington-R32-Ben_Shelton-Mackenzie_Mcdonald,2025-07-22,Mackenzie Mcdonald,5,36,29,24,7,3,1,47,7,14,7,2,20,11,4
1020,20250721-M-Washington-R64-Yoshihito_Nishioka-Jenson_Brooksby,2025-07-21,Yoshihito Nishioka,6,42,32,49,21,6,2,104,50,30,14,14,31,13,12
1021,20250721-M-Washington-R64-Yoshihito_Nishioka-Jenson_Brooksby,2025-07-21,Jenson Brooksby,5,54,34,50,20,14,8,91,38,32,16,7,48,23,20
1028,20250720-M-Gstaad-F-Alexander_Bublik-Juan_Manuel_Cerundolo,2025-07-20,Alexander Bublik,4,61,50,32,11,10,7,100,43,47,27,7,33,15,14
1029,20250720-M-Gstaad-F-Alexander_Bublik-Juan_Manuel_Cerundolo,2025-07-20,Juan Manuel Cerundolo,2,73,44,27,13,14,10,93,32,21,18,2,24,17,5
1036,20250719-M-Gstaad-SF-Juan_Manuel_Cerundolo-Ignacio_Buse,2025-07-19,Juan Manuel Cerundolo,1,37,28,14,9,1,1,54,22,21,14,2,11,7,3
1037,20250719-M-Gstaad-SF-Juan_Manuel_Cerundolo-Ignacio_Buse,2025-07-19,Ignacio Buse,3,26,17,28,15,6,3,51,14,21,13,4,30,19,8
1042,20250719-M-Gstaad-SF-Alexander_Bublik-Arthur_Cazaux,2025-07-19,Alexander Bublik,3,39,33,14,7,0,0,58,26,45,11,12,20,10,7
1043,20250719-M-Gstaad-SF-Alexander_Bublik-Arthur_Cazaux,2025-07-19,Arthur Cazaux,1,31,19,27,13,8,5,53,13,21,8,1,15,10,4
1048,20250718-M-Gstaad-QF-Alexander_Bublik-Francisco_Comesana,2025-07-18,Alexander Bublik,5,37,28,25,15,2,2,53,19,41,15,3,21,10,6
1049,20250718-M-Gstaad-QF-Alexander_Bublik-Francisco_Comesana,2025-07-18,Francisco Comesana,3,41,31,12,3,4,2,62,19,25,5,5,14,7,4
1054,20250718-M-Bastad-QF-Jesper_De_Jong-Tallon_Griekspoor,2025-07-18,Jesper De Jong,3,52,40,46,24,10,7,109,43,40,18,8,16,7,6
1055,20250718-M-Bastad-QF-Jesper_De_Jong-Tallon_Griekspoor,2025-07-18,Tallon Griekspoor,1,67,45,42,21,8,4,98,34,39,21,9,40,22,17
1062,20250717-M-Gstaad-R16-Alexander_Bublik-Alexander_Shevchenko,2025-07-17,Alexander Bublik,5,30,24,22,11,3,2,49,23,32,11,5,23,8,10
1063,20250717-M-Gstaad-R16-Alexander_Bublik-Alexander_Shevchenko,2025-07-17,Alexander Shevchenko,2,29,17,20,9,7,3,52,17,16,2,3,18,10,6
1068,20250716-M-Bastad-R16-Andrea_Pellegrino-Tallon_Griekspoor,2025-07-16,Andrea Pellegrino,3,61,38,32,20,5,2,103,37,26,13,9,24,14,7
1069,20250716-M-Bastad-R16-Andrea_Pellegrino-Tallon_Griekspoor,2025-07-16,Tallon Griekspoor,6,66,47,37,19,7,4,93,35,40,14,12,37,17,14
1076,20250714-M-Bastad-R32-Jesper_De_Jong-William_Rejchtman_Vinciguerra,2025-07-14,Jesper De Jong,1,28,23,21,15,0,0,66,31,38,19,11,16,6,9
1077,20250714-M-Bastad-R32-Jesper_De_Jong-William_Rejchtman_Vinciguerra,2025-07-14,William Rejchtman Vinciguerra,4,37,19,29,16,6,3,49,11,15,10,4,21,12,5
1082,20250713-M-Wimbledon_Juniors-F-Ivan_Ivanov-Ronit_Karki,2025-07-13,Ivan Ivanov,1,34,26,18,12,0,0,44,19,22,13,3,19,15,3
1083,20250713-M-Wimbledon_Juniors-F-Ivan_Ivanov-Ronit_Karki,2025-07-13,Ronit Karki,0,27,19,17,6,5,2,52,14,6,4,1,14,8,6
1088,20250713-M-Wimbledon-F-Carlos_Alcaraz-Jannik_Sinner,2025-07-13,Carlos Alcaraz,7,64,48,57,29,9,5,117,36,34,11,8,41,22,12
1089,20250713-M-Wimbledon-F-Carlos_Alcaraz-Jannik_Sinner,2025-07-13,Jannik Sinner,2,72,54,45,27,6,4,121,44,37,15,13,42,21,19
1098,20250711-M-Wimbledon-SF-Taylor_Fritz-Carlos_Alcaraz,2025-07-11,Taylor Fritz,6,75,60,46,26,7,4,113,26,45,13,9,30,11,13
1099,20250711-M-Wimbledon-SF-Taylor_Fritz-Carlos_Alcaraz,2025-07-11,Carlos Alcaraz,3,74,65,39,22,2,1,121,35,40,16,6,35,16,16
1108,20250711-M-Wimbledon-SF-Novak_Djokovic-Jannik_Sinner,2025-07-11,Novak Djokovic,0,62,48,30,5,10,5,73,17,23,8,3,29,17,12
1109,20250711-M-Wimbledon-SF-Novak_Djokovic-Jannik_Sinner,2025-07-11,Jannik Sinner,2,54,44,19,12,2,1,92,39,33,14,6,22,12,8
1116,20250709-M-Wimbledon-QF-Novak_Djokovic-Flavio_Cobolli,2025-07-09,Novak Djokovic,2,81,61,35,24,2,0,142,57,33,13,7,27,16,9
1117,20250709-M-Wimbledon-QF-Novak_Djokovic-Flavio_Cobolli,2025-07-09,Flavio Cobolli,4,90,66,52,19,12,6,116,31,47,28,6,53,28,21
1126,20250709-M-Wimbledon-QF-Ben_Shelton-Jannik_Sinner,2025-07-09,Ben Shelton,6,60,48,41,17,5,3,85,16,25,8,3,44,17,21
